Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,NationalID,Occupation,Company,BloodType,Pounds,Kilograms,FeetInches,Centimeters
6591,female,American,Ms.,Alia,D,Lopez,"223 Ralph Drive",Windsor,OH,Ohio,44099,US,"United States",440-272-9681,1,Meyer,1/21/1988,31,273-74-8524,"Mail machine operator","Dick Fischers",O+,158.2,71.9,"5' 5""",164
6592,female,American,Ms.,Beth,L,Ramirez,"1894 Jody Road",Ardmore,PA,Pennsylvania,19003,US,"United States",610-649-0087,1,Farias,10/20/1934,84,192-68-1730,"Placement specialist","Desmonds Formal Wear",O+,147.0,66.8,"5' 1""",156
6593,female,American,Ms.,Jean,H,Matthews,"4636 Margaret Street",Houston,TX,Texas,77063,US,"United States",713-907-8565,1,Hickman,5/9/1957,62,467-70-4755,"Music instructor","Infinity Investment Plan",B+,153.6,69.8,"5' 6""",168
6594,female,American,Mrs.,Tonya,J,Wright,"704 Black Stallion Road",Lexington,KY,Kentucky,40509,US,"United States",859-475-6230,1,Wiggins,7/6/1945,74,403-30-8438,"Group exercise instructor","Franklin Simon",O+,141.2,64.2,"4' 11""",151
6595,female,American,Ms.,Diane,S,Tracey,"3007 Joanne Lane","South Boston",MA,Massachusetts,02127,US,"United States",978-480-2199,1,Nichols,7/7/1947,72,023-70-5001,"Custodial worker",HouseWorks!,A+,109.6,49.8,"5' 1""",155
6596,female,American,Mrs.,Beverly,D,Greene,"2223 Post Avenue",Bygland,MN,Minnesota,56723,US,"United States",218-893-1245,1,Davis,4/25/1943,76,473-48-8412,"County court judge",Metro,B+,127.2,57.8,"5' 1""",154
6597,female,American,Ms.,Yvonne,J,Ogden,"594 Perine Street",Alexandria,VA,Virginia,22312,US,"United States",703-813-8537,1,Clark,10/2/1953,65,227-56-4646,"Technical training coordinator","Destiny Realty Solutions",A+,200.2,91.0,"5' 7""",169
6598,female,American,Ms.,Cara,M,White,"4584 Huntz Lane","S Boston",MA,Massachusetts,02127,US,"United States",978-574-4666,1,Lomeli,12/26/1990,28,032-80-7320,"Information and record clerk","Edge Garden Services",O+,192.7,87.6,"5' 7""",170
6599,female,American,Mrs.,Erica,O,Anders,"2620 Rebecca Street",Chicago,IL,Illinois,60607,US,"United States",847-728-7797,1,Breault,6/19/1944,75,346-62-7395,"Clinical dietitian","Star Assistance",O+,146.7,66.7,"5' 2""",158
6600,female,American,Ms.,Kimberly,C,Reed,"2602 Pearl Street",Folsom,CA,California,95630,US,"United States",916-351-1585,1,Hill,2/26/1939,80,610-10-0853,"CART provider","Crazy Tiger",B+,192.1,87.3,"4' 11""",150
6601,female,American,Mrs.,Denise,R,Smith,"4717 Rose Avenue",Chalmette,LA,Louisiana,70043,US,"United States",504-278-0161,1,Butler,2/8/1991,28,665-03-3834,"U.S. Marshal","Balanced Fortune",A+,200.2,91.0,"5' 8""",172
6602,female,American,Ms.,Violet,J,Torres,"4336 Blue Spruce Lane",Elkton,MD,Maryland,21921,US,"United States",410-392-9329,1,Richards,1/19/1946,73,216-16-2858,"General clerk",Merrymaking,A+,116.4,52.9,"5' 3""",160
6603,female,American,Mrs.,Gloria,C,Torres,"1133 Harrison Street","San Rafael",CA,California,94903,US,"United States",415-492-8657,1,Coffin,9/30/1946,72,546-05-7480,"Military officer","Robinson Furniture",A+,160.2,72.8,"4' 11""",151
6604,female,American,Mrs.,Myrtle,R,Ross,"3344 Marion Street",Columbia,SC,"South Carolina",29210,US,"United States",803-225-7818,1,Maldonado,10/12/1935,83,656-20-5435,Bricklayer,"De Pinna",A+,120.1,54.6,"5' 4""",163
6605,female,American,Mrs.,Amy,J,Bowers,"4934 Hiney Road","Las Vegas",NV,Nevada,89119,US,"United States",702-287-5883,1,Crawford,7/21/1991,28,530-25-5510,Painter,"Mission G",O-,164.6,74.8,"5' 5""",164
6606,female,American,Ms.,Nancy,T,Mullins,"658 Thomas Street",Northbrook,IL,Illinois,60062,US,"United States",847-533-5182,1,Casper,6/4/1997,22,337-34-0666,"Pesticide sprayer","Soul Sounds Unlimited",B+,168.5,76.6,"5' 2""",158
6607,female,American,Mrs.,Gloria,H,Morley,"4924 Emerson Road",Shreveport,LA,Louisiana,71101,US,"United States",318-670-9390,1,Cooper,10/29/1984,34,438-40-8646,"Line repairer","Maurice The Pants Man",A-,212.7,96.7,"5' 3""",161
6608,female,American,Ms.,Anita,J,Fizer,"1962 Mandan Road","Poplar Bluff",MO,Missouri,63901,US,"United States",573-840-1405,1,McGinnis,11/26/1974,44,495-19-0191,"Industrial millwright",Almacs,A+,203.7,92.6,"5' 8""",173
6609,female,American,Ms.,Victoria,J,Green,"2262 Pinnickinnick Street",Freehold,NJ,"New Jersey",07728,US,"United States",732-863-6070,1,Speer,4/28/1937,82,139-34-0877,"Furniture finisher","Alladin Realty",O+,148.9,67.7,"5' 3""",160
6610,female,American,Ms.,Lindsey,G,Orr,"4014 Butternut Lane","New Athens",IL,Illinois,62264,US,"United States",618-475-3324,1,Campbell,7/12/1940,79,341-56-1562,Esthetician,"KB Toys",O+,196.5,89.3,"5' 4""",162
6611,female,American,Dr.,Delores,B,Stouffer,"1220 Todds Lane","San Antonio",TX,Texas,78229,US,"United States",210-498-4411,1,Wilson,9/27/1949,69,460-14-0359,"Information designer","Dun Rite Lawn Maintenance",AB+,136.0,61.8,"5' 6""",167
6612,female,American,Ms.,Guadalupe,D,Bickford,"3906 Cerullo Road",Louisville,KY,Kentucky,40205,US,"United States",502-473-5422,1,Davis,9/7/1947,71,404-60-9205,"Physical metallurgical engineer",Grodins,A-,196.2,89.2,"5' 6""",167
6613,female,American,Ms.,Jean,J,Mills,"4276 Maud Street",Wilmington,DE,Delaware,19802,US,"United States",302-762-5286,1,Diaz,5/14/1962,57,221-26-2840,"Personnel assistant","Mr. Steak",A+,156.6,71.2,"5' 1""",154
6614,female,American,Mrs.,Minh,C,Wing,"1483 Hill Croft Farm Road",Truckee,CA,California,95734,US,"United States",530-550-5599,1,Simpson,2/23/1946,73,548-29-8020,"Publication assistant","Gene Walter's Marketplace",O+,110.9,50.4,"5' 1""",154
6615,female,American,Mrs.,Lily,L,Singleton,"3858 Sardis Station",Minneapolis,MN,Minnesota,55415,US,"United States",612-385-8914,1,McLean,9/23/1949,69,475-35-5453,"Bench technician","DGS HomeSource",O+,222.6,101.2,"5' 2""",158
6616,female,American,Ms.,Jessica,D,Settles,"4657 Lodgeville Road",Minneapolis,MN,Minnesota,55415,US,"United States",612-239-6906,1,Nokes,5/26/1971,48,476-90-7543,Chemist,"Pearl Architectural Design",B+,122.3,55.6,"5' 5""",165
6617,female,American,Ms.,Mary,R,Hudson,"4538 Adams Drive",Houston,TX,Texas,77099,US,"United States",979-417-7645,1,Randle,7/30/1934,85,631-66-8727,Adjuster,"Security Sporting Goods",O+,202.6,92.1,"5' 1""",156
6618,female,American,Ms.,Kim,C,Day,"2716 Single Street",Waltham,MA,Massachusetts,02154,US,"United States",781-653-3818,1,Crump,4/14/1966,53,028-50-9407,"Personnel administrator","Reliable Guidance",O+,227.0,103.2,"5' 1""",156
6619,female,American,Ms.,Karen,J,Marin,"2435 McVaney Road",Boone,NC,"North Carolina",28607,US,"United States",828-263-3421,1,Ortiz,5/9/1997,22,688-09-4333,"Machine setter",Wetson's,O+,124.7,56.7,"5' 5""",165
6620,female,American,Mrs.,Sandra,C,Moser,"3773 Oak Lane",Bogard,MO,Missouri,64622,US,"United States",660-731-6913,1,Everett,7/23/1937,82,493-98-9855,"Dressing room attendant","Edge Yard Service",B+,111.5,50.7,"4' 11""",150
6621,female,American,Ms.,Alisia,A,Johnson,"1043 Kessla Way",Charleston,SC,"South Carolina",29403,US,"United States",843-296-0011,1,Higgins,12/9/1975,43,251-08-0347,Roofer,"Bombay Company",A+,190.1,86.4,"5' 5""",166
6622,female,American,Ms.,Audrey,J,Gillespie,"3854 Smith Road",Hampton,GA,Georgia,30228,US,"United States",770-946-1998,1,Green,11/2/1974,44,258-53-5498,"Career-technical teacher",LoRay,AB+,171.6,78.0,"5' 3""",161
6623,female,American,Mrs.,Beverly,J,Desjardins,"471 Warner Street",Casper,WY,Wyoming,82601,US,"United States",307-213-5031,1,Yancey,10/3/1934,84,520-98-1573,"Stock-control clerk","Mission G",B+,112.6,51.2,"5' 1""",155
6624,female,American,Ms.,Anna,G,House,"3590 Brooklyn Street",Covington,VA,Virginia,24426,US,"United States",540-969-1866,1,Wilson,12/4/1974,44,691-05-0222,"Instrumentation technician","Sound Advice",B+,136.2,61.9,"5' 5""",164
6625,female,American,Ms.,Rosemarie,W,Wilson,"3290 Jerry Dove Drive",Beaufort,SC,"South Carolina",29902,US,"United States",843-522-2385,1,Lee,1/3/1982,37,248-16-4579,"Top executive","Pro Star Garden Management",O+,209.9,95.4,"5' 7""",171
6626,female,American,Ms.,Cheri,W,Burke,"3569 Leroy Lane",Brandt,SD,"South Dakota",57218,US,"United States",605-876-4312,1,Horton,10/13/1980,38,504-96-0296,"Maintenance and repair worker","Highland Appliance",B+,125.8,57.2,"5' 9""",175
6627,female,American,Ms.,Mary,B,Sanchez,"2181 Brown Street","Walnut Creek",CA,California,94597,US,"United States",925-953-7572,1,Mabry,10/23/1978,40,557-39-2718,"Brace maker","Corinthian Designs",A+,191.2,86.9,"5' 3""",161
6628,female,American,Ms.,Helen,N,Martinez,"1372 Liberty Avenue","Los Angeles",CA,California,90014,US,"United States",714-460-7720,1,Fuentes,5/4/1938,81,626-41-3776,"Electronic reporter","Sky High Financial Advice",B+,198.9,90.4,"5' 0""",153
6629,female,American,Mrs.,Gloria,R,Rainey,"3178 Richison Drive",Glasgow,MT,Montana,59230,US,"United States",406-263-5540,1,Barron,7/24/1946,73,517-37-8540,"Radiologic technologist","Best Biz Survis",B+,187.0,85.0,"5' 6""",167
6630,female,American,Mrs.,Melissa,B,Laney,"2788 Tree Frog Lane",Lenexa,MO,Missouri,66215,US,"United States",816-560-1483,1,Raines,2/2/1966,53,487-82-6677,"Street vendor",Sherman's,O+,165.9,75.4,"5' 0""",153
6631,female,American,Dr.,Julie,M,Mann,"1089 College Street",Decatur,GA,Georgia,30030,US,"United States",404-312-4957,1,Barker,2/12/1997,22,670-14-9457,"Ambulance attendant","Your Future Is Now",A+,218.9,99.5,"5' 7""",171
6632,female,American,Ms.,Katherine,R,Williams,"2211 Crosswind Drive",Owensboro,KY,Kentucky,42301,US,"United States",270-871-5303,1,Tuck,11/3/1996,22,401-43-4862,"Floor sander","Cellophane Square",B+,125.2,56.9,"5' 8""",173
6633,female,American,Ms.,Jennifer,V,Miles,"4692 Woodlawn Drive","New Berlin",WI,Wisconsin,53151,US,"United States",414-617-1185,1,Pettaway,7/6/1964,55,393-03-1864,"Scientific photographer","Young @ Heart",A+,153.1,69.6,"5' 5""",164
6634,female,American,Mrs.,Tuyet,H,Brown,"3490 Robinson Court",Edmore,MI,Michigan,48829,US,"United States",989-427-3501,1,Barringer,1/29/1975,44,383-09-4058,"Conservation scientist","Solid Future",O+,156.6,71.2,"5' 1""",155
6635,female,American,Ms.,Ashly,P,Poole,"4532 Rardin Drive","San Francisco",CA,California,94107,US,"United States",650-628-7989,1,Lewis,12/22/1971,47,622-22-1374,"Employment recruiter","Parts and Pieces",A+,176.9,80.4,"5' 5""",166
6636,female,American,Ms.,Emma,T,Clothier,"2720 Essex Court",Hubbardton,VT,Vermont,05749,US,"United States",802-273-8269,1,Thomas,3/11/1979,40,008-90-3803,"Airline flight engineer","Trak Auto",AB+,126.9,57.7,"5' 4""",162
6637,female,American,Ms.,Mary,J,Tinsley,"258 Waldeck Street",Euless,TX,Texas,76039,US,"United States",817-475-8832,1,Lanham,5/19/1983,36,456-07-6756,"Costume attendant","Infinite Wealth Planners",O+,177.5,80.7,"5' 9""",175
6638,female,American,Mrs.,Gertrude,R,McKinney,"1722 Alpha Avenue",Cumby,TX,Texas,75433,US,"United States",903-994-1283,1,Reeve,10/17/1952,66,640-24-5742,"Oxygen therapist",Indiewealth,O+,172.7,78.5,"5' 1""",155
6639,female,American,Mrs.,Vallie,F,Quesada,"2708 School Street",Adelphi,DC,"Washington DC",20783,US,"United States",202-841-5600,1,Dombroski,5/8/1957,62,578-46-3095,"Enrichment education instructor",Druther's,A-,120.3,54.7,"5' 1""",155
6640,female,American,Mrs.,Annette,R,Peck,"2558 Williams Mine Road","Port Moller",AK,Alaska,99695,US,"United States",907-987-5694,1,Sheehan,5/16/1963,56,574-90-4214,"Construction and building inspector","Bold Ideas",B+,177.5,80.7,"5' 5""",165
6641,female,American,Ms.,Barbara,R,Harkness,"3082 Hamill Avenue","San Diego",CA,California,92111,US,"United States",858-362-3602,1,Dobson,3/20/1973,46,571-75-0929,"Fire dispatcher",Hill-Behan,B+,136.6,62.1,"5' 5""",166
6642,female,American,Ms.,Marie,R,Alder,"3411 Bird Street","Las Cruces",NM,"New Mexico",88005,US,"United States",505-645-1513,1,Selby,1/26/1951,68,525-54-7184,"Human resources analyst","Payless Cashways",A+,120.3,54.7,"5' 6""",168
6643,female,American,Ms.,Thelma,D,White,"2528 Froe Street",Athens,WV,"West Virginia",24712,US,"United States",304-384-2908,1,Williams,7/29/1979,40,235-40-9288,"Mail machine operator","Central Hardware",O+,163.2,74.2,"5' 5""",166
6644,female,American,Mrs.,Angela,J,Gore,"334 Willow Greene Drive",Montgomery,AL,Alabama,36117,US,"United States",334-313-1526,1,Oconnell,10/31/1942,76,419-12-8780,"Administrative services manager","Parade of Shoes",O-,136.4,62.0,"5' 2""",158
6645,female,American,Ms.,Diane,M,Baldwin,"4183 Fowler Avenue",Gainesville,GA,Georgia,30501,US,"United States",770-297-1978,1,Smith,10/20/1986,32,673-18-4848,"Personnel consultant","Our Own Hardware",O-,192.1,87.3,"5' 5""",166
6646,female,American,Ms.,Karen,G,Junior,"1402 Conifer Drive",Lynnwood,WA,Washington,98036,US,"United States",425-431-5329,1,Garlow,5/6/1939,80,537-17-3219,"Business administrator","Pup 'N' Taco",O-,167.0,75.9,"5' 1""",154
6647,female,American,Ms.,Melody,G,Delavega,"4955 Edgewood Road",Memphis,TN,Tennessee,38110,US,"United States",901-241-6333,1,Wilson,5/4/1942,77,408-42-9371,"Training and development coordinator","Rivera Property Maintenance",O+,194.0,88.2,"5' 1""",155
6648,female,American,Mrs.,Helen,S,Jackson,"1431 Pallet Street","West Nyack",NY,"New York",10994,US,"United States",914-391-2648,1,Wade,4/17/1971,48,120-94-9938,"Training manager","National Lumber",O+,198.7,90.3,"5' 1""",154
6649,female,American,Ms.,Diane,J,Farmer,"2060 Pallet Street",Yonkers,NY,"New York",10701,US,"United States",914-375-0105,1,Bullen,10/18/1941,77,080-44-2286,"Floor finisher",Libera,AB+,155.5,70.7,"5' 6""",167
6650,female,American,Mrs.,Teresa,L,Ross,"1197 Cherry Tree Drive",Jacksonville,FL,Florida,32202,US,"United States",904-366-4349,1,Behnke,11/14/1965,53,592-26-4477,"Safety specialist","Afforda Merchant Services",AB+,224.0,101.8,"5' 4""",163
6651,female,American,Mrs.,Alicia,M,Taylor,"2992 Adamsville Road",Harlingen,TX,Texas,78550,US,"United States",956-788-9745,1,Blasingame,3/17/1945,74,639-84-8557,"Organizational development consultant","The Wiz",O+,203.9,92.7,"5' 0""",152
6652,female,American,Mrs.,Tisha,H,McMillan,"2271 Upton Avenue",Portland,ME,Maine,04101,US,"United States",207-870-6777,1,Stephens,1/20/1939,80,004-12-1487,"Extruding, forming, pressing, and compacting machine operator","Reliable Garden Management",O+,210.3,95.6,"5' 5""",166
6653,female,American,Ms.,Zina,A,Lueras,"4183 Brentwood Drive",Coupland,TX,Texas,78615,US,"United States",512-856-2628,1,Huff,10/1/1998,20,645-03-3792,"Radio mechanic",Sambo's,A+,195.8,89.0,"5' 0""",152
6654,female,American,Ms.,Samantha,K,Macek,"71 Settlers Lane",Huntington,NY,"New York",11743,US,"United States",917-834-5868,1,Rapp,6/8/1956,63,126-03-1791,"Chemical engineer",Multicerv,O-,212.7,96.7,"5' 6""",167
6655,female,American,Mrs.,Helen,R,Orosco,"1963 Neuport Lane",Marietta,GA,Georgia,30064,US,"United States",770-423-3186,1,Sansom,7/9/1988,31,259-98-4446,"Office support secretary",Awthentikz,O+,144.3,65.6,"5' 5""",164
6656,female,American,Ms.,Peggy,G,Warren,"3690 Philli Lane",Tulsa,OK,Oklahoma,74133,US,"United States",918-459-5669,1,Swanson,11/13/1993,25,446-24-6480,"Sewing machine operator",Prestigabiz,A+,185.9,84.5,"5' 5""",165
6657,female,American,Ms.,Lashawn,R,Firkins,"4929 Neuport Lane",Norcross,GA,Georgia,30091,US,"United States",770-377-7193,1,Caruso,6/20/1986,33,667-30-1482,"Woodworking machine operator","Foreman & Clark",O-,166.5,75.7,"5' 8""",172
6658,female,American,Ms.,Patsy,G,Shively,"403 Simpson Square",Guymon,OK,Oklahoma,73942,US,"United States",580-651-1034,1,Cohen,7/22/1942,77,444-21-2496,"IT manager",Chatham,A+,191.2,86.9,"5' 7""",169
6659,female,American,Mrs.,Rose,J,Jones,"2592 Gerald L. Bates Drive",Quincy,MA,Massachusetts,02169,US,"United States",617-847-9315,1,Austin,2/24/1963,56,014-78-2461,"Loan collection officer","Friendly Advice",O+,164.3,74.7,"5' 0""",152
6660,female,American,Mrs.,Heather,A,Sheets,"1093 Windy Ridge Road","Fort Wayne",IN,Indiana,46804,US,"United States",260-591-0548,1,Burnham,10/12/1964,54,308-66-9132,"Lodging manager","ABC Markets",O+,167.6,76.2,"5' 8""",173
6661,female,American,Ms.,Marta,J,Palomo,"3994 Irish Lane",Madison,WI,Wisconsin,53704,US,"United States",608-819-1481,1,Ager,9/19/1987,31,387-74-7601,Cosmetologist,"Big Daddy's Restaurants",AB+,165.7,75.3,"5' 2""",158
6662,female,American,Ms.,Aleta,D,Bowers,"127 Tavern Place",Centennial,CO,Colorado,80112,US,"United States",303-990-9518,1,Smith,6/17/1953,66,522-76-1947,Mason,"Stop N Shop",O+,129.1,58.7,"5' 4""",162
6663,female,American,Mrs.,Evelyn,S,Wynter,"3686 Patton Lane",Goldsboro,NC,"North Carolina",27530,US,"United States",919-222-2759,1,Worthy,3/23/1965,54,686-05-7570,"Assistant editor","Millenia Life",A-,169.6,77.1,"5' 2""",157
6664,female,American,Ms.,Sally,L,Boehm,"3004 Jett Lane",Gardena,CA,California,90248,US,"United States",310-739-8291,1,Keeton,11/19/1940,78,613-37-0315,"Community support worker","Buehler Foods",AB+,156.0,70.9,"4' 11""",150
6665,female,American,Mrs.,Sharon,V,Armstrong,"2208 Franklin Street",Tuskegee,AL,Alabama,36083,US,"United States",334-724-0066,1,Whitney,6/10/1952,67,419-36-4961,Weathercaster,"The Polka Dot Bear Tavern",AB+,135.5,61.6,"5' 3""",161
6666,female,American,Ms.,Lillie,S,Bradley,"3347 Haul Road",Minneapolis,MN,Minnesota,55415,US,"United States",651-231-3424,1,Ryan,10/11/1977,41,470-96-3781,"Travel clerk","Grade A Investment",O+,146.5,66.6,"5' 3""",160
6667,female,American,Mrs.,Maria,D,Vanegas,"1059 Shinn Street","New York",NY,"New York",10004,US,"United States",212-747-2132,1,McNees,8/19/1980,39,099-16-2483,"HVACR technician","Standard Brands Paint Company",A+,134.2,61.0,"5' 1""",156
6668,female,American,Ms.,Catherine,R,Paul,"3239 Ryan Road",Viborg,SD,"South Dakota",57070,US,"United States",605-573-2867,1,Brown,7/1/1976,43,504-44-2890,"Labor economist","Architectural Genie",O+,179.1,81.4,"5' 1""",154
6669,female,American,Mrs.,Billie,A,Lytle,"2392 Seltice Way","Twin Falls",ID,Idaho,83301,US,"United States",208-738-8020,1,Scott,7/24/1941,78,518-27-0454,Veterinarian,"Destiny Planners",A-,145.2,66.0,"5' 1""",156
6670,female,American,Ms.,Janina,W,Didonato,"2647 Hilltop Drive",Coldwater,TX,Texas,79022,US,"United States",806-343-6237,1,Phillips,10/2/1968,50,464-25-3802,"Data entry clerk","Mission Realty",O+,148.9,67.7,"5' 3""",160
6671,female,American,Ms.,Corrie,T,Johnson,"286 Bungalow Road",Omaha,NE,Nebraska,68124,US,"United States",402-938-8295,1,Fuentes,11/14/1958,60,505-02-1195,"Electrical and electronics repairer","Nelson Brothers",A+,121.9,55.4,"5' 5""",166
6672,female,American,Ms.,Susan,G,Greer,"3249 Timbercrest Road",Gustavus,AK,Alaska,99826,US,"United States",907-697-4768,1,Dejesus,2/19/1981,38,574-44-2650,"Account executive","J. B. Van Sciver",A+,113.5,51.6,"5' 5""",166
6673,female,American,Mrs.,Rebecca,C,Cendejas,"2606 Public Works Drive","Church Hill",TN,Tennessee,37642,US,"United States",423-357-1344,1,Allard,11/7/1940,78,757-01-7692,"Defense attorney","Food Giant",O-,234.5,106.6,"5' 0""",153
6674,female,American,Ms.,Marsha,R,Brizendine,"4136 Washington Street","Corpus Christi",TX,Texas,78476,US,"United States",361-393-1408,1,Damico,5/7/2000,19,641-88-5552,"Urban and regional planner","Gamma Realty",A+,126.1,57.3,"5' 4""",162
6675,female,American,Mrs.,Janice,M,Johnson,"4330 Coburn Hollow Road",Minonk,IL,Illinois,61760,US,"United States",309-432-8679,1,Parrott,8/14/1989,30,355-60-8320,"Conservation technician",Strawberries,B+,159.9,72.7,"5' 9""",175
6676,female,American,Ms.,Flora,H,Bronson,"3924 Chandler Drive",Nixa,MO,Missouri,65714,US,"United States",417-724-9899,1,Delatorre,11/2/1966,52,500-88-5093,"Sauce cook","Sun Television and Appliances",O+,163.5,74.3,"5' 7""",170
6677,female,American,Mrs.,Sandra,M,Muniz,"365 Rose Street","Park Forest",IL,Illinois,60466,US,"United States",708-283-6974,1,Carlson,2/4/1945,74,344-32-8856,"Medical laboratory technologist","Skaggs-Alpha Beta",B+,219.6,99.8,"4' 11""",151
6678,female,American,Ms.,Marilyn,D,Adamson,"4603 Highland View Drive",Lincoln,CA,California,95648,US,"United States",916-645-2250,1,Bagwell,12/28/1976,42,614-16-1799,"Nursing assistant",Liberal,AB+,227.9,103.6,"5' 1""",156
6679,female,American,Mrs.,Brenda,S,Chase,"3013 Collins Avenue",Columbus,OH,Ohio,43215,US,"United States",614-862-7545,1,Martinez,8/17/1935,84,300-64-4632,"Weaving machine operator",Monmax,AB+,194.9,88.6,"5' 1""",156
6680,female,American,Dr.,Pamela,J,Bryden,"1987 Hill Croft Farm Road",Shingletown,CA,California,96088,US,"United States",530-474-5967,1,Belton,8/21/1951,67,548-15-6863,"Group exercise instructor","Techo Solutions",O+,222.0,100.9,"5' 4""",163
